,rank,AGE,GP,P,P/GP,+/-,Sh%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF%,CF%,FF%,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,G/GP,A/GP,x0_C,"x0_C, LW","x0_C, LW, RW","x0_C, RW","x0_C, RW, LW",x0_D,x0_G,x0_LD,"x0_LD, LW",x0_LD/RD,x0_LW,"x0_LW, C","x0_LW, C, RW","x0_LW, LD","x0_LW, RW","x0_LW, RW, C",x0_RD,"x0_RD, RW",x0_RW,"x0_RW, C","x0_RW, LW","x0_RW, LW, C",Low Cap Hit,Middle Cap Hit,High Cap Hit,Low Salary,Middle Salary,High Salary
329,330,25,54,15,0.28,15,0.02,3.43,99,220,140,0.21,5.97,13.28,8.44,48.0,48.01,47.77,45.37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.24074074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
330,331,23,41,43,1.05,13,0.16,12.00,92,186,139,0.96,7.39,14.93,11.16,57.45,57.31,58.17,58.56,0,0,0,0.0,0.0,0.0,0.0,0.0,0.36585365853658536,0.6829268292682927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
331,332,33,41,10,0.24,6,0.06,4.17,33,62,52,0.55,4.37,8.21,6.89,52.14,53.06,53.89,50.55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.1951219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
332,333,28,12,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,6,2,3,2.06,0.923,2.06,2.95,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
333,334,30,54,32,0.59,21,0.1,10.89,132,236,187,0.81,9.86,17.63,13.97,58.92,58.95,58.76,57.84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.24074074074074073,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
334,335,27,53,24,0.45,9,0.07,7.19,73,140,105,0.48,4.9,9.4,7.05,50.67,51.41,50.63,47.76,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09433962264150944,0.3584905660377358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
335,336,24,56,32,0.57,-23,0.1,10.41,129,228,178,0.64,7.95,14.05,10.97,54.23,55.45,54.57,48.85,0,0,0,0.0,0.0,0.0,0.0,0.0,0.23214285714285715,0.3392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
336,337,28,29,12,0.41,-1,0.03,1.35,31,86,51,0.17,3.99,11.07,6.56,52.79,56.53,53.89,53.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
337,338,23,50,40,0.80,-2,0.12,16.59,161,286,223,1.2,11.64,20.69,16.13,56.61,56.85,56.56,60.77,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
338,339,33,33,8,0.24,7,0.04,2.48,27,41,33,0.35,3.83,5.81,4.68,49.12,45.48,46.92,50.32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.21212121212121213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
339,340,30,35,4,0.11,4,0.04,3.14,28,49,41,0.47,4.17,7.3,6.11,43.9,40.94,41.86,36.22,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
340,341,34,30,5,0.17,-2,0.05,3.05,21,38,32,0.49,3.35,6.07,5.11,39.9,38.79,37.83,31.52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
341,342,28,52,10,0.19,5,0.06,1.25,52,100,69,0.08,3.47,6.67,4.59,41.59,42.12,41.84,41.52,0,0,0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
342,343,31,24,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,9,11,0,2.99,0.914,2.99,3.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
343,344,23,50,14,0.28,-9,0.14,6.66,58,102,85,0.61,5.28,9.28,7.74,44.07,45.79,45.28,45.08,0,0,0,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
344,345,23,40,17,0.43,-16,0.13,8.92,71,112,90,0.86,6.87,10.83,8.69,53.75,53.59,53.87,57.15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.225,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
345,346,36,38,15,0.39,-1,0.24,3.39,25,41,34,0.34,2.52,4.15,3.44,46.6,43.68,44.32,48.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.23684210526315788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
346,347,24,54,32,0.59,6,0.03,3.48,96,193,131,0.18,5.03,10.11,6.87,53.0,52.69,52.45,51.99,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.5370370370370371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
347,348,27,52,9,0.17,10,0.0,1.48,41,85,59,0.11,2.93,6.07,4.22,44.65,42.96,43.35,41.24,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
348,349,24,30,18,0.60,3,0.17,5.90,58,96,79,0.68,6.72,11.13,9.16,50.0,50.76,50.85,50.95,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
349,350,23,46,18,0.39,8,0.06,3.00,85,163,116,0.2,5.6,10.75,7.65,47.17,47.69,47.43,48.96,0,0,0,0.0,0.0,0.0,0.0,0.0,0.10869565217391304,0.2826086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
350,351,24,43,32,0.74,17,0.15,10.76,94,157,125,1.06,9.28,15.52,12.36,56.98,58.73,58.00,60.32,0,0,0,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.4186046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
351,352,27,52,24,0.46,6,0.13,9.11,78,134,106,0.71,6.03,10.37,8.19,43.43,43.78,43.89,41.35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.2692307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
352,353,28,39,26,0.67,19,0.28,4.62,38,58,52,0.5,4.13,6.31,5.66,45.95,42.31,43.48,50.55,0,0,0,0.0,0.0,0.0,0.0,0.0,0.28205128205128205,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
353,354,26,54,15,0.28,2,0.14,6.27,58,96,79,0.49,4.49,7.43,6.11,39.42,40.79,41.47,39.04,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
354,355,23,27,4,0.15,1,0.07,1.27,43,90,67,0.15,5.11,10.69,7.96,52.51,50.95,51.07,45.66,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
355,356,30,18,3,0.17,-2,0.0,2.60,26,45,32,0.63,6.28,10.86,7.72,45.37,48.83,46.69,49.69,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
356,357,26,13,3,0.23,2,0.07,0.67,15,29,21,0.16,3.61,6.98,5.05,47.66,48.56,48.94,49.37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
357,358,26,33,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,9,13,0,3.3,0.894,3.3,2.67,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
358,359,24,55,12,0.22,-13,0.04,2.10,48,102,67,0.12,2.7,5.74,3.77,42.46,41.07,42.57,43.28,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
359,360,24,43,14,0.33,-9,0.09,8.47,76,139,104,0.8,7.18,13.14,9.83,45.13,47.98,47.45,42.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
360,361,23,35,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,14,17,1,3.04,0.902,3.04,2.68,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
361,362,25,50,17,0.34,22,0.02,1.54,45,82,64,0.13,3.71,6.77,5.28,44.91,41.08,43.39,50.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
362,363,31,56,16,0.29,7,0.07,7.98,82,124,98,0.62,6.34,9.59,7.58,44.0,42.02,43.36,44.03,0,0,0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
363,364,29,5,2,0.40,-3,0.0,0.20,8,15,10,0.11,4.57,8.58,5.72,46.67,44.34,44.94,48.14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
364,365,26,28,9,0.32,-6,0.13,3.72,32,50,45,0.53,4.51,7.07,6.36,41.96,41.66,41.30,35.61,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.17857142857142858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
365,366,31,37,7,0.19,-1,0.05,2.60,40,58,51,0.33,5.15,7.47,6.57,48.1,43.97,45.21,44.35,0,0,0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.13513513513513514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
366,367,27,19,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,5,8,1,2.86,0.901,2.86,2.46,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
367,368,21,46,30,0.65,4,0.07,10.02,101,181,144,0.81,8.19,14.69,11.68,58.0,58.15,58.48,58.51,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15217391304347827,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
368,369,34,13,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,1,10,0,3.47,0.886,3.47,2.75,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
369,370,24,55,25,0.45,-6,0.13,12.37,128,184,161,0.9,9.32,13.4,11.73,52.46,53.28,52.60,54.63,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3090909090909091,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
370,371,26,51,35,0.69,22,0.17,9.93,82,123,105,0.66,5.43,8.15,6.95,55.84,53.93,55.91,57.87,0,0,0,0.0,0.0,0.0,0.0,0.0,0.27450980392156865,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
371,372,29,48,13,0.27,-9,0.07,6.04,59,104,88,0.61,5.96,10.51,8.9,50.09,49.85,49.53,49.39,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
372,373,26,30,10,0.33,1,0.0,2.62,45,84,64,0.33,5.64,10.53,8.02,54.34,55.23,55.34,57.05,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
373,374,25,47,18,0.38,-13,0.05,4.84,89,175,121,0.36,6.54,12.86,8.89,47.23,48.61,49.51,46.21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.10638297872340426,0.2765957446808511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
374,375,27,41,14,0.34,10,0.1,5.65,72,122,92,0.57,7.36,12.47,9.41,50.53,51.22,49.11,45.42,0,0,0,0.0,0.0,0.0,0.0,0.0,0.17073170731707318,0.17073170731707318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
375,376,30,0,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
376,377,24,3,0,0.00,0,0.0,0.61,4,9,8,1.43,9.4,21.16,18.8,60.61,59.26,61.90,58.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
377,378,26,20,-,-,0,0.0,-,-,-,-,0.0,0.0,0.0,0.0,0.0,-,-,0.0,9,6,0,2.63,0.917,2.63,2.5,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
378,379,23,55,30,0.55,0,0.09,12.80,130,251,181,0.88,8.94,17.27,12.46,56.21,56.70,55.80,57.37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.21818181818181817,0.32727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
379,380,23,38,5,0.13,-4,0.1,5.49,50,98,72,0.71,6.44,12.63,9.27,44.44,45.35,45.28,44.06,0,0,0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
380,381,24,48,27,0.56,-2,0.09,12.00,106,169,139,1.04,9.19,14.66,12.06,52.83,53.82,53.83,53.59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.3541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
381,382,23,44,11,0.25,-10,0.01,2.82,77,168,109,0.2,5.56,12.14,7.88,51.28,52.32,50.98,49.27,0,0,0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
382,383,26,56,26,0.46,8,0.11,16.20,158,245,207,1.2,11.66,18.07,15.28,53.52,54.97,55.36,59.44,0,0,0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
383,384,30,54,11,0.20,6,0.02,2.48,84,167,114,0.16,5.31,10.56,7.21,49.28,48.38,48.99,49.59,0,0,0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
384,385,25,56,44,0.79,-15,0.13,11.79,143,237,203,0.72,8.69,14.42,12.35,49.33,49.37,49.93,45.33,0,0,0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.4642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
385,386,29,41,8,0.20,10,0.05,1.92,38,106,62,0.15,2.96,8.24,4.82,46.29,46.28,47.24,46.37,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.14634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
386,387,31,5,2,0.40,5,0.0,0.09,2,6,4,0.07,1.48,4.43,2.95,51.52,50.42,51.19,62.84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
387,388,29,0,0,0.00,0,0.0,0.00,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
388,389,29,53,14,0.26,5,0.03,1.51,57,101,71,0.1,3.81,6.76,4.75,45.23,43.60,43.30,43.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.22641509433962265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
389,390,25,55,21,0.38,9,0.1,9.40,97,169,130,0.76,7.82,13.62,10.48,56.59,56.74,56.56,55.73,0,0,0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
390,391,26,55,30,0.55,-8,0.11,14.40,116,186,155,0.82,6.59,10.57,8.81,53.08,53.83,53.39,51.45,0,0,0,0.0,0.0,0.0,0.0,0.0,0.23636363636363636,0.3090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
391,392,24,54,30,0.56,-3,0.18,11.44,82,152,116,0.79,5.68,10.52,8.02,55.06,54.06,53.81,53.36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
